user_id,has_pay,pay_count,first_pay_item,last_pay_item,has_refund,refund_count,has_repurchase,pay_intervals_days,first_pay_ts,last_pay_ts,first_event_ts,last_event_ts,total_events,is_refund_churn,is_non_renewal_churn,is_churn_overall
u10085,1,1,p149,p149,0,0,0,,1563999283904.0,1563999283904.0,1562936787684.0,1566628174977.0,57,0,1,1
u10086,1,1,p113,p113,0,0,0,,1558559625901.0,1558559625901.0,1557212969945.0,1558559625901.0,31,0,1,1
u10090,1,1,p175,p175,0,0,0,,1572140910816.0,1572140910816.0,1572140910816.0,1574411520358.0,123,0,1,1
u10094,1,1,p141,p141,0,0,0,,1565666484321.0,1565666484321.0,1565666484321.0,1567605477334.0,1553,0,1,1
u10097,1,1,p168,p168,0,0,0,,1567184160425.0,1567184160425.0,1567184160425.0,1567878753055.0,2029,0,1,1
u10101,1,2,p119,p136,0,0,1,60.74,1561865682760.0,1567113561621.0,1561641491771.0,1571134439662.0,10457,0,0,0
u10104,1,1,p136,p136,0,0,0,,1566952762672.0,1566952762672.0,1563202628674.0,1570598200697.0,12358,0,1,1
u10105,1,1,p149,p149,0,0,0,,1564330016618.0,1564330016618.0,1563842726095.0,1569473334442.0,580,0,1,1
u10106,1,1,p142,p142,0,0,0,,1567347566065.0,1567347566065.0,1567347566065.0,1567957993138.0,1080,0,1,1
u1011,1,1,p118,p118,0,0,0,,1562223217704.0,1562223217704.0,1562223217704.0,1564307994801.0,1919,0,1,1
u10110,1,1,p141,p141,0,0,0,,1563577525817.0,1563577525817.0,1563577525817.0,1567380137579.0,136,0,1,1
u1012,1,1,p124,p124,0,0,0,,1562209900583.0,1562209900583.0,1562209900583.0,1565260429940.0,12438,0,1,1
u10120,1,1,p126,p126,0,0,0,,1564409629531.0,1564409629531.0,1564009397413.0,1566861810369.0,719,0,1,1
u10128,1,1,p162,p162,0,0,0,,1567108623775.0,1567108623775.0,1567108623775.0,1567851980456.0,159,0,1,1
u1013,1,1,p118,p118,0,0,0,,1562512142835.0,1562512142835.0,1562512142835.0,1563497963045.0,1751,0,1,1
u10132,1,1,p141,p141,0,0,0,,1566708258367.0,1566708258367.0,1566705550809.0,1566708258367.0,25,0,1,1
u10134,1,1,p116,p116,0,0,0,,1559526374942.0,1559526374942.0,1558654079983.0,1569039724958.0,3775,0,1,1
u10136,1,1,p128,p128,0,0,0,,1563860301696.0,1563860301696.0,1563860301696.0,1565527363423.0,34,0,1,1
u10137,1,1,p168,p168,0,0,0,,1567568096379.0,1567568096379.0,1567379839406.0,1570441704458.0,172,0,1,1
u10139,1,2,p85,p150,0,0,1,178.54,1548553990012.0,1563979563319.0,1548553990012.0,1563979563319.0,466,0,0,0
u1014,1,2,p105,p124,0,0,1,77.02,1555532672553.0,1562186958482.0,1555532672553.0,1571131248727.0,59316,0,0,0
u10147,1,3,p86,p130,0,0,1,81.97;104.85,1549431820407.0,1565572743621.0,1549431820407.0,1569462144645.0,37980,0,0,0
u10149,1,2,p112,p136,0,0,1,74.76,1559694493917.0,1566153946529.0,1559694493917.0,1569591380571.0,5646,0,0,0
u1015,1,1,p113,p113,0,0,0,,1559758968590.0,1559758968590.0,1559751683090.0,1569412288272.0,1620,0,1,1
u10155,1,1,p164,p164,0,0,0,,1566681033655.0,1566681033655.0,1566270563397.0,1567897259186.0,789,0,1,1
u10156,1,1,p132,p132,0,0,0,,1565646261516.0,1565646261516.0,1565320129354.0,1573429438097.0,361,0,1,1
u10158,1,2,p77,p164,0,0,1,181.17,1552259689711.0,1567913093605.0,1551887834093.0,1567913093605.0,2263,0,0,0
u10162,1,1,p148,p148,0,0,0,,1564278857947.0,1564278857947.0,1549474886113.0,1566558948991.0,3947,0,1,1
u10165,1,1,p126,p126,0,0,0,,1564651491147.0,1564651491147.0,1563149139703.0,1564651491147.0,40,0,1,1
u1017,1,2,p124,p168,0,0,1,62.71,1562484254164.0,1567902447841.0,1562484254164.0,1572703183731.0,3412,0,0,0
u10170,1,2,p118,p130,0,0,1,37.59,1561963267949.0,1565211418097.0,1561910280473.0,1566378682908.0,2605,0,0,0
u10171,1,1,p120,p120,0,0,0,,1561570750023.0,1561570750023.0,1561570750023.0,1566969931224.0,268,0,1,1
u10174,1,2,p90,p124,0,0,1,151.09,1551923959353.0,1564977877045.0,1551923959353.0,1564977877045.0,260,0,0,0
u10177,1,1,p79,p79,0,0,0,,1547137251096.0,1547137251096.0,1547137251096.0,1566710548743.0,19367,0,1,1
u10178,1,2,p91,p185,0,0,1,235.7,1553077423511.0,1573442059774.0,1553077423511.0,1573442059774.0,805,0,0,0
u10181,1,1,p137,p137,0,0,0,,1567087387790.0,1567087387790.0,1556950616405.0,1574783767890.0,15347,0,1,1
u10182,1,1,p137,p137,0,0,0,,1566447674917.0,1566447674917.0,1566447674917.0,1572136675633.0,2468,0,1,1
u10183,1,2,p156,p157,0,0,1,32.66,1566257042261.0,1569078838614.0,1556608633451.0,1573437693169.0,56028,0,0,0
u1019,1,1,p87,p87,0,0,0,,1549733954232.0,1549733954232.0,1548306780823.0,1567813339875.0,8225,0,1,1
u10199,1,1,p162,p162,0,0,0,,1567956733382.0,1567956733382.0,1567956733382.0,1568951049365.0,174,0,1,1
u1020,1,2,p118,p163,0,0,1,83.2,1562718962388.0,1569907695025.0,1562589554798.0,1571663228363.0,5090,0,0,0
u10200,1,4,p64,p188,0,0,1,92.46;181.09;99.0,1541984956152.0,1574173564472.0,1541984956152.0,1574516502514.0,1552,0,0,0
u10209,1,1,p164,p164,0,0,0,,1567603842677.0,1567603842677.0,1544684449859.0,1574503891231.0,10735,0,1,1
u1021,1,1,p185,p185,0,0,0,,1573802221398.0,1573802221398.0,1562332108731.0,1573881184184.0,962,0,1,1
u10210,1,1,p113,p113,0,0,0,,1560141641833.0,1560141641833.0,1559985042657.0,1574556494267.0,31476,0,1,1
u10219,1,2,p112,p126,0,0,1,64.21,1557494913664.0,1563042343385.0,1548335065632.0,1565043930605.0,23870,0,0,0
u1022,1,1,p118,p118,0,0,0,,1562537183793.0,1562537183793.0,1562222551487.0,1565444696465.0,388,0,1,1
u10224,1,1,p137,p137,0,0,0,,1566958608706.0,1566958608706.0,1561616415113.0,1568885942440.0,170,0,1,1
u10225,1,1,p142,p142,0,0,0,,1567404566841.0,1567404566841.0,1567380913658.0,1567404566841.0,22,0,1,1
u10231,1,2,p75,p136,0,0,1,186.42,1552830774086.0,1568937453708.0,1551604960618.0,1571629348634.0,6135,0,0,0
u10232,1,1,p115,p115,0,0,0,,1559022529211.0,1559022529211.0,1559022529211.0,1567463652150.0,4615,0,1,1
u10235,1,1,p138,p138,0,0,0,,1567349813970.0,1567349813970.0,1567349813970.0,1571149501008.0,2404,0,1,1
u10237,1,1,p164,p164,0,0,0,,1567346253083.0,1567346253083.0,1566514797926.0,1574480972816.0,580,0,1,1
u10242,1,1,p157,p157,0,0,0,,1566828748760.0,1566828748760.0,1566388423569.0,1568287977020.0,12509,0,1,1
u10245,1,2,p132,p158,0,0,1,100.53,1565709971844.0,1574395593068.0,1565709971844.0,1574809767463.0,11311,0,0,0
u10248,1,1,p107,p107,0,0,0,,1555271397000.0,1555271397000.0,1555271397000.0,1567499551268.0,1176,0,1,1
u10252,1,1,p81,p81,0,0,0,,1547658246420.0,1547658246420.0,1547658246420.0,1568592604766.0,23438,0,1,1
u10255,1,1,p157,p157,0,0,0,,1565194274837.0,1565194274837.0,1565154013030.0,1567502215115.0,107,0,1,1
u10256,1,1,p137,p137,0,0,0,,1567348772916.0,1567348772916.0,1547995545251.0,1567651465391.0,581,0,1,1
u10258,1,1,p136,p136,0,0,0,,1567138182890.0,1567138182890.0,1567138182890.0,1568181320693.0,776,0,1,1
u10259,1,1,p141,p141,0,0,0,,1566762743908.0,1566762743908.0,1566762743908.0,1566795019891.0,26,0,1,1
u1026,1,1,p121,p121,0,0,0,,1561643745413.0,1561643745413.0,1540122054432.0,1563261274730.0,4010,0,1,1
u10268,1,2,p118,p125,1,2,1,34.11,1561745863102.0,1564692902788.0,1561397517363.0,1574880836437.0,12142,1,0,1
u10271,1,1,p142,p142,0,0,0,,1566779158599.0,1566779158599.0,1566779158599.0,1569643776253.0,1276,0,1,1
u10274,1,1,p107,p107,0,0,0,,1555204863931.0,1555204863931.0,1555204863931.0,1573270405282.0,6413,0,1,1
u10276,1,1,p157,p157,0,0,0,,1566601436359.0,1566601436359.0,1566456445401.0,1566816426518.0,416,0,1,1
u1028,1,1,p95,p95,0,0,0,,1556410132374.0,1556410132374.0,1556284397897.0,1571138008117.0,15894,0,1,1
u10284,1,1,p131,p131,0,0,0,,1565120031050.0,1565120031050.0,1565120031050.0,1566911257353.0,780,0,1,1
u10285,1,1,p162,p162,0,0,0,,1567038412266.0,1567038412266.0,1567038412266.0,1569377549607.0,264,0,1,1
u1029,1,1,p113,p113,0,0,0,,1559260583662.0,1559260583662.0,1559260583662.0,1562594767260.0,21,0,1,1
u10300,1,1,p129,p129,0,0,0,,1563997164858.0,1563997164858.0,1563958852433.0,1567384301367.0,161,0,1,1
u10302,1,2,p142,p168,0,0,1,89.84,1567019368810.0,1574781770580.0,1566982117466.0,1574816969228.0,22552,0,0,0
u1031,1,1,p124,p124,0,0,0,,1562562128619.0,1562562128619.0,1562510421476.0,1563331983141.0,911,0,1,1
u10312,1,1,p162,p162,0,0,0,,1566932734624.0,1566932734624.0,1542712595163.0,1567049777435.0,310,0,1,1
u10315,1,1,p141,p141,0,0,0,,1565883779779.0,1565883779779.0,1565883779779.0,1567124668402.0,39,0,1,1
u10318,1,1,p141,p141,0,0,0,,1562623296197.0,1562623296197.0,1562623296197.0,1565501347736.0,4066,0,1,1
u10319,1,1,p141,p141,0,0,0,,1566351465377.0,1566351465377.0,1566351465377.0,1574833659136.0,3552,0,1,1
u1032,1,1,p147,p147,0,0,0,,1563405203151.0,1563405203151.0,1562594267019.0,1563524330545.0,427,0,1,1
u10322,1,1,p128,p128,0,0,0,,1564960705837.0,1564960705837.0,1564960705837.0,1574366309525.0,927,0,1,1
u10329,1,1,p136,p136,0,0,0,,1567472588619.0,1567472588619.0,1563457454279.0,1571315227722.0,6015,0,1,1
u1033,1,3,p63,p172,0,0,1,212.75;129.0,1542853527679.0,1572380615550.0,1542853527679.0,1572380615550.0,1835,0,0,0
u10332,1,1,p163,p163,0,0,0,,1567352121157.0,1567352121157.0,1567352121157.0,1569322425601.0,506,0,1,1
u10333,1,1,p96,p96,0,0,0,,1553729199528.0,1553729199528.0,1553729199528.0,1567124604418.0,3828,0,1,1
u10334,0,0,,,0,0,0,,,,1544676085407.0,1574327425665.0,31703,0,0,0
u10337,1,1,p115,p115,0,0,0,,1557797031976.0,1557797031976.0,1557797031976.0,1568858084028.0,1756,0,1,1
u10339,1,2,p168,p168,0,0,1,0.0,1567349969129.0,1567350005602.0,1549114470462.0,1567383564351.0,368,0,0,0
u10341,1,1,p141,p141,0,0,0,,1564158117711.0,1564158117711.0,1564158117711.0,1564485173398.0,104,0,1,1
u10342,1,2,p122,p164,0,0,1,120.67,1561162250096.0,1571588482684.0,1561162250096.0,1574724116846.0,56911,0,0,0
u10344,1,1,p141,p141,0,0,0,,1563065166537.0,1563065166537.0,1563065166537.0,1569594874109.0,3933,0,1,1
u10345,1,3,p118,p158,0,0,1,36.47;60.46,1561702194875.0,1570077096290.0,1551917239872.0,1574209320458.0,9040,0,0,0
u10346,1,1,p146,p146,0,0,0,,1562686620316.0,1562686620316.0,1562686620316.0,1567754747319.0,16116,0,1,1
u1035,1,1,p124,p124,0,0,0,,1562559949175.0,1562559949175.0,1550504000486.0,1567131080196.0,12431,0,1,1
u10351,1,1,p137,p137,0,0,0,,1567294975470.0,1567294975470.0,1567294975470.0,1573898210495.0,458,0,1,1
u10354,1,1,p141,p141,0,0,0,,1566607225848.0,1566607225848.0,1566607225848.0,1567869071449.0,73,0,1,1
u10359,1,1,p131,p131,0,0,0,,1565125479140.0,1565125479140.0,1565125479140.0,1569460634489.0,4685,0,1,1
u10363,1,1,p162,p162,0,0,0,,1566965249828.0,1566965249828.0,1566965249828.0,1569456869596.0,4758,0,1,1
u10366,1,1,p142,p142,0,0,0,,1566955895756.0,1566955895756.0,1566955895756.0,1572469691101.0,462,0,1,1
u10368,1,1,p137,p137,0,0,0,,1566881848952.0,1566881848952.0,1566649152646.0,1568009700927.0,92,0,1,1
u1037,1,1,p141,p141,0,0,0,,1561240373262.0,1561240373262.0,1561240373262.0,1566309911323.0,2444,0,1,1
u10371,1,1,p138,p138,0,0,0,,1568230860379.0,1568230860379.0,1562581836659.0,1573345526215.0,2105,0,1,1
u10374,1,1,p80,p80,0,0,0,,1547912990575.0,1547912990575.0,1547912990575.0,1561204751032.0,676,0,1,1
u10376,1,1,p124,p124,0,0,0,,1564950963709.0,1564950963709.0,1564950963709.0,1565071507896.0,26,0,1,1
u1038,1,1,p146,p146,0,0,0,,1562271651837.0,1562271651837.0,1562271651837.0,1562941646397.0,78,0,1,1
u10384,1,1,p158,p158,0,0,0,,1565218730368.0,1565218730368.0,1564670879576.0,1566023735812.0,42,0,1,1
u10388,1,1,p137,p137,0,0,0,,1567353281437.0,1567353281437.0,1567353281437.0,1570701537520.0,1622,0,1,1
u10389,1,1,p163,p163,0,0,0,,1567342801202.0,1567342801202.0,1563024793834.0,1568331264262.0,424,0,1,1
u1039,1,1,p124,p124,0,0,0,,1562567578890.0,1562567578890.0,1562567578890.0,1565968336559.0,512,0,1,1
u10391,1,1,p136,p136,0,0,0,,1567351438455.0,1567351438455.0,1567351438455.0,1569033766131.0,2156,0,1,1
u10395,1,1,p132,p132,0,0,0,,1565192019039.0,1565192019039.0,1562808828169.0,1568879906207.0,7166,0,1,1
u1040,1,1,p124,p124,0,0,0,,1562332364712.0,1562332364712.0,1562200152263.0,1564412864760.0,538,0,1,1
u10401,1,1,p141,p141,0,0,0,,1565030065168.0,1565030065168.0,1564926683164.0,1568076907546.0,8930,0,1,1
u10404,1,1,p137,p137,0,0,0,,1567787510167.0,1567787510167.0,1567787510167.0,1568714677516.0,158,0,1,1
u10407,1,1,p156,p156,0,0,0,,1565548434845.0,1565548434845.0,1565451403668.0,1567480940687.0,2109,0,1,1
u10411,1,2,p48,p96,0,0,1,182.21,1537974533402.0,1553717162627.0,1537974533402.0,1555380897527.0,377,0,0,0
u10420,1,1,p136,p136,0,0,0,,1566574264074.0,1566574264074.0,1566574264074.0,1568970809763.0,681,0,1,1
u10428,1,1,p129,p129,0,0,0,,1563999968566.0,1563999968566.0,1563999968566.0,1568893819322.0,17547,0,1,1
u10435,1,1,p141,p141,0,0,0,,1566460994557.0,1566460994557.0,1566460994557.0,1567383955274.0,482,0,1,1
u10438,1,1,p157,p157,0,0,0,,1567396224993.0,1567396224993.0,1567396224993.0,1568189008818.0,209,0,1,1
u1044,1,1,p125,p125,0,0,0,,1562458629072.0,1562458629072.0,1562389179081.0,1568715408366.0,503,0,1,1
u10444,1,1,p130,p130,0,0,0,,1565477919359.0,1565477919359.0,1565477919359.0,1568727522280.0,6412,0,1,1
u10445,1,2,p74,p88,0,0,1,75.76,1547524565322.0,1554070224159.0,1547524565322.0,1554070224159.0,191,0,0,0
u10448,1,1,p126,p126,0,0,0,,1563401056918.0,1563401056918.0,1563401056918.0,1564893781560.0,48,0,1,1
u1045,1,1,p124,p124,0,0,0,,1562421815965.0,1562421815965.0,1562281313246.0,1562810167949.0,454,0,1,1
u10450,1,2,p124,p189,0,0,1,125.03,1564361096500.0,1575164076848.0,1564117522930.0,1575164076848.0,2710,0,0,0
u10459,1,1,p137,p137,0,0,0,,1567099950612.0,1567099950612.0,1567099950612.0,1573690536981.0,1547,0,1,1
u1046,1,1,p121,p121,0,0,0,,1561993402428.0,1561993402428.0,1561993402428.0,1566656586944.0,4236,0,1,1
u10460,1,1,p141,p141,0,0,0,,1563655617287.0,1563655617287.0,1563629598000.0,1563718731062.0,365,0,1,1
u10464,1,1,p96,p96,0,0,0,,1553930407527.0,1553930407527.0,1553930407527.0,1574751247756.0,33284,0,1,1
u1047,1,1,p124,p124,0,0,0,,1562444182063.0,1562444182063.0,1548178659592.0,1565873433284.0,388,0,1,1
u10471,1,1,p73,p73,0,0,0,,1547489206639.0,1547489206639.0,1547084275494.0,1568613376421.0,12643,0,1,1
u10472,1,1,p113,p113,0,0,0,,1558929985909.0,1558929985909.0,1558929985909.0,1569755978886.0,35,0,1,1
u10477,1,1,p136,p136,0,0,0,,1566332403373.0,1566332403373.0,1566281088850.0,1570104235990.0,5284,0,1,1
u10478,1,1,p76,p76,0,0,0,,1553609960959.0,1553609960959.0,1553609960959.0,1569284938684.0,9733,0,1,1
u1048,1,1,p118,p118,0,0,0,,1561961297387.0,1561961297387.0,1561961297387.0,1563751395397.0,341,0,1,1
u10490,1,1,p142,p142,0,0,0,,1567401722833.0,1567401722833.0,1567384361217.0,1573124403057.0,96,0,1,1
u10491,1,2,p125,p175,0,0,1,103.12,1563296924919.0,1572206665203.0,1563296924919.0,1574667839419.0,4872,0,0,0
u10492,1,2,p112,p130,0,0,1,65.78,1559851332239.0,1565534318155.0,1559851332239.0,1569666192997.0,906,0,0,0
u10496,1,1,p148,p148,0,0,0,,1563486532264.0,1563486532264.0,1563486532264.0,1567731178660.0,242,0,1,1
u10497,1,1,p124,p124,0,0,0,,1563291814698.0,1563291814698.0,1563291814698.0,1567647819930.0,1728,0,1,1
u10502,1,1,p136,p136,0,0,0,,1566796686239.0,1566796686239.0,1566569631836.0,1570927448499.0,1246,0,1,1
u10506,1,1,p141,p141,0,0,0,,1566254487070.0,1566254487070.0,1566254487070.0,1571878140716.0,8245,0,1,1
u1051,0,0,,,0,0,0,,,,1558487215465.0,1567141774821.0,261,0,0,0
u10515,1,1,p124,p124,0,0,0,,1564706046306.0,1564706046306.0,1564706046306.0,1565276118439.0,12,0,1,1
u10516,1,1,p126,p126,0,0,0,,1563047112401.0,1563047112401.0,1543065129055.0,1573793652287.0,2616,0,1,1
u10517,1,2,p112,p125,0,0,1,64.87,1557803870988.0,1563408665473.0,1557803870988.0,1568355174958.0,244,0,0,0
u1052,1,1,p124,p124,0,0,0,,1564953730919.0,1564953730919.0,1562224101331.0,1565161431591.0,113,0,1,1
u10520,1,1,p136,p136,0,0,0,,1567353143845.0,1567353143845.0,1567353143845.0,1570077419986.0,178,0,1,1
u10525,1,1,p76,p76,0,0,0,,1560835594494.0,1560835594494.0,1560785422077.0,1570984785286.0,8976,0,1,1
u10530,1,2,p148,p162,0,0,1,30.07,1563859098788.0,1566457005665.0,1563859098788.0,1566492140428.0,163,0,0,0
u10533,1,1,p136,p136,0,0,0,,1567354603674.0,1567354603674.0,1567354603674.0,1567387418117.0,36,0,1,1
u10535,1,1,p162,p162,0,0,0,,1567631135862.0,1567631135862.0,1567064230132.0,1569648068385.0,6212,0,1,1
u10537,1,1,p87,p87,0,0,0,,1561000215951.0,1561000215951.0,1561000215951.0,1568121568069.0,9415,0,1,1
u1054,1,1,p156,p156,0,0,0,,1564428929747.0,1564428929747.0,1562633851372.0,1567682020079.0,31,0,1,1
u10540,1,1,p129,p129,0,0,0,,1564086001200.0,1564086001200.0,1563806804823.0,1567641634246.0,492,0,1,1
u10543,1,1,p162,p162,0,0,0,,1566404404121.0,1566404404121.0,1566404404121.0,1566485788726.0,158,0,1,1
u10551,1,1,p157,p157,0,0,0,,1565534456613.0,1565534456613.0,1561940626771.0,1569568542705.0,7131,0,1,1
u10555,1,1,p130,p130,0,0,0,,1565075754471.0,1565075754471.0,1565075754471.0,1566474066884.0,413,0,1,1
u1056,1,1,p158,p158,0,0,0,,1566921294312.0,1566921294312.0,1562298920572.0,1573215138177.0,14519,0,1,1
u10565,1,1,p124,p124,0,0,0,,1563399729080.0,1563399729080.0,1562928413533.0,1566546184156.0,16121,0,1,1
u10569,1,1,p137,p137,0,0,0,,1567398611021.0,1567398611021.0,1563288274038.0,1569301195942.0,998,0,1,1
u10572,1,2,p63,p138,0,0,1,281.6,1542510713685.0,1566840990257.0,1542441575960.0,1573710975144.0,2095,0,0,0
u10573,1,1,p96,p96,0,0,0,,1557081890453.0,1557081890453.0,1557081890453.0,1569968810472.0,2014,0,1,1
u10574,1,1,p96,p96,0,0,0,,1555865879865.0,1555865879865.0,1539706024444.0,1574747301809.0,9715,0,1,1
u10577,1,2,p132,p188,1,1,1,98.93,1566098187981.0,1574645410796.0,1565505434516.0,1574645410796.0,13476,1,0,1
u10578,1,1,p142,p142,0,0,0,,1567353287084.0,1567353287084.0,1567353287084.0,1567396973827.0,257,0,1,1
u1058,1,1,p124,p124,0,0,0,,1562609526298.0,1562609526298.0,1546010037769.0,1564561690227.0,2441,0,1,1
u10580,0,0,,,0,0,0,,,,1565894645432.0,1569569723356.0,6873,0,0,0
u10581,1,1,p137,p137,0,0,0,,1566596199805.0,1566596199805.0,1541945361894.0,1573297867486.0,10798,0,1,1
u10587,1,1,p141,p141,0,0,0,,1561576581226.0,1561576581226.0,1561576581226.0,1562061592713.0,391,0,1,1
u10592,1,1,p136,p136,0,0,0,,1567351316371.0,1567351316371.0,1562023366824.0,1567992679549.0,444,0,1,1
u10593,1,1,p130,p130,0,0,0,,1565040838456.0,1565040838456.0,1565040838456.0,1566113476332.0,4734,0,1,1
u1061,1,1,p141,p141,0,0,0,,1561042600290.0,1561042600290.0,1561042600290.0,1567772338600.0,676,0,1,1
u10618,1,1,p173,p173,0,0,0,,1572466144940.0,1572466144940.0,1564569872914.0,1572605237804.0,363,0,1,1
u10620,1,1,p63,p63,0,0,0,,1545000286154.0,1545000286154.0,1545000286154.0,1574665693729.0,25399,0,1,1
u10622,1,1,p136,p136,0,0,0,,1567282631480.0,1567282631480.0,1567282631480.0,1568030299123.0,28,0,1,1
u10628,1,1,p168,p168,0,0,0,,1567358027699.0,1567358027699.0,1567358027699.0,1572426555654.0,1269,0,1,1
u1063,1,1,p81,p81,0,0,0,,1547956976603.0,1547956976603.0,1547956976603.0,1563685791821.0,3113,0,1,1
u10631,1,2,p118,p158,0,0,1,31.05,1562524473763.0,1565207109919.0,1562524473763.0,1569642717278.0,3107,0,0,0
u10636,1,1,p124,p124,0,0,0,,1562292329913.0,1562292329913.0,1562292329913.0,1564922224547.0,806,0,1,1
u1064,1,2,p91,p175,0,0,1,222.0,1553279805239.0,1572460338143.0,1553279805239.0,1574833137662.0,23200,0,0,0
u10640,1,1,p138,p138,0,0,0,,1566269924919.0,1566269924919.0,1566269924919.0,1567592935584.0,2222,0,1,1
u10645,1,1,p156,p156,0,0,0,,1565912463681.0,1565912463681.0,1565912463681.0,1567659297025.0,1507,0,1,1
u1065,1,1,p118,p118,0,0,0,,1562611330526.0,1562611330526.0,1562611330526.0,1563526798525.0,978,0,1,1
u10651,1,1,p131,p131,0,0,0,,1566088918512.0,1566088918512.0,1566088918512.0,1572414685950.0,1821,0,1,1
u10653,1,2,p63,p125,1,1,1,210.17,1545254941180.0,1563413276753.0,1538592282089.0,1572544440437.0,6327,1,0,1
u10658,1,1,p141,p141,0,0,0,,1566693939266.0,1566693939266.0,1566693939266.0,1568861126537.0,1837,0,1,1
u10662,0,0,,,0,0,0,,,,1565854902136.0,1567610048328.0,2380,0,0,0
u1067,1,1,p141,p141,0,0,0,,1562613899270.0,1562613899270.0,1562613899270.0,1567486599251.0,470,0,1,1
u10671,1,1,p163,p163,0,0,0,,1567355264950.0,1567355264950.0,1567355264950.0,1569974354771.0,9213,0,1,1
u10674,1,1,p156,p156,0,0,0,,1565966988215.0,1565966988215.0,1565966988215.0,1567859201493.0,257,0,1,1
u10681,1,1,p132,p132,0,0,0,,1565071455053.0,1565071455053.0,1565071455053.0,1570863263547.0,10846,0,1,1
u10683,1,1,p162,p162,0,0,0,,1566930099564.0,1566930099564.0,1566930099564.0,1567314511726.0,45,0,1,1
u10684,1,2,p141,p164,1,1,1,14.22,1566226016209.0,1567454471569.0,1566221880657.0,1568589911336.0,7820,1,0,1
u10686,1,1,p122,p122,0,0,0,,1562129134077.0,1562129134077.0,1548404370395.0,1570514883953.0,1149,0,1,1
u10687,1,1,p132,p132,0,0,0,,1565022926274.0,1565022926274.0,1565022926274.0,1568979793342.0,87,0,1,1
u10688,1,1,p124,p124,0,0,0,,1564355332835.0,1564355332835.0,1564355332835.0,1567653820066.0,126,0,1,1
u1069,1,1,p124,p124,0,0,0,,1562614292990.0,1562614292990.0,1562614292990.0,1562648253255.0,25,0,1,1
u10691,1,1,p142,p142,0,0,0,,1565847567011.0,1565847567011.0,1565847567011.0,1569076566896.0,1690,0,1,1
u10692,1,1,p163,p163,0,0,0,,1569125869719.0,1569125869719.0,1567386950905.0,1571092076928.0,511,0,1,1
u10693,1,1,p124,p124,0,0,0,,1562470198331.0,1562470198331.0,1562419088650.0,1567473795061.0,253,0,1,1
u10694,1,1,p125,p125,0,0,0,,1563420973402.0,1563420973402.0,1563420973402.0,1572093970254.0,8774,0,1,1
u10696,1,1,p91,p91,0,0,0,,1552204424886.0,1552204424886.0,1545374634715.0,1567848059846.0,2584,0,1,1
u10699,1,1,p156,p156,0,0,0,,1565133682394.0,1565133682394.0,1565093579158.0,1567843226029.0,856,0,1,1
u1070,1,1,p124,p124,0,0,0,,1562612228645.0,1562612228645.0,1562612228645.0,1564315205946.0,147,0,1,1
u10707,1,1,p130,p130,0,0,0,,1565901441811.0,1565901441811.0,1565901441811.0,1566367487432.0,9,0,1,1
