user_id,source_file,total_event_count,valid_timestamp_count,invalid_timestamp_count,has_pay,has_refund,pay_count,refund_count,payment_status,has_pay_then_refund,matched_pay_refund_pair_count,first_pay_timestamp,first_refund_timestamp,matched_pay_timestamp,first_refund_after_pay,pay_to_refund_hours,pay_to_refund_days,first_activity_timestamp,last_activity_before_refund,events_before_refund,active_days_before_refund,observation_days_before_refund,events_between_pay_refund,active_days_between_pay_refund,observation_days_between_pay_refund,first_learning_activity_timestamp,last_activity_timestamp,last_event_timestamp,pay_only_events_after_pay,pay_only_active_days_after_pay,pay_only_observation_days_after_pay,first_pay_days_before_data_end,first_pay_within_1_day_of_data_end,first_pay_within_3_days_of_data_end,first_pay_within_7_days_of_data_end,first_pay_within_14_days_of_data_end,first_pay_within_30_days_of_data_end
u10021,u10021.csv,811,811,0,1,0,2,0,pay_only,0,0,2018-12-25T06:32:55.310+00:00,,,,,,,,0,0,0.0,0,0,0.0,2018-12-25T15:22:45.161+00:00,2019-08-11T00:14:17.423+00:00,2019-08-11T13:58:39.945+00:00,809,11,228.36912340277874,340.7928418750012,0,0,0,0,0
u10026,u10026.csv,577,577,0,1,0,1,0,pay_only,0,0,2019-08-23T23:39:18.993+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-08-08T13:51:30.194+00:00,2019-08-24T12:26:35.906+00:00,2019-08-24T12:26:35.906+00:00,568,1,0.16345062499796903,99.08006776620392,0,0,0,0,0
u10028,u10028.csv,3541,3541,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-06T23:32:56.877+00:00,2019-11-24T23:29:09.974+00:00,2019-11-24T23:29:09.974+00:00,,,,,0,0,0,0,0
u1003,u1003.csv,829,829,0,1,0,1,0,pay_only,0,0,2019-06-10T23:25:47.985+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-06-11T07:41:34.132+00:00,2019-07-26T09:26:08.388+00:00,2019-07-26T09:26:08.388+00:00,828,7,45.07261870370419,173.08945443287215,0,0,0,0,0
u10030,u10030.csv,1505,1505,0,1,0,1,0,pay_only,0,0,2019-08-26T18:37:42.426+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-09-02T03:48:03.165+00:00,2019-09-05T00:26:57.861+00:00,2019-09-05T00:26:57.861+00:00,1504,4,2.860355277778926,96.28951877314735,0,0,0,0,0
u10032,u10032.csv,2631,2631,0,1,0,1,0,pay_only,0,0,2019-05-12T04:28:54.697+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-05-12T13:17:24.568+00:00,2019-09-15T12:26:32.903+00:00,2019-09-15T12:26:32.903+00:00,2630,18,125.96467980324118,202.8789600810188,0,0,0,0,0
u10033,u10033.csv,7,7,0,1,0,1,0,pay_only,0,0,2019-03-06T13:54:46.899+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-05-23T05:57:43.581+00:00,2019-05-23T06:00:17.551+00:00,2019-05-23T06:00:17.551+00:00,6,1,0.0017820601855163222,269.48599478009396,0,0,0,0,0
u10037,u10037.csv,20,20,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:02:11.503+00:00,2019-09-01T23:04:42.953+00:00,2019-09-01T23:04:42.953+00:00,,,,,0,0,0,0,0
u10044,u10044.csv,238,238,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-02T08:27:21.590+00:00,2019-09-03T04:43:57.056+00:00,2019-09-03T04:43:57.056+00:00,,,,,0,0,0,0,0
u10045,u10045.csv,4076,4076,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2018-10-21T23:01:53.504+00:00,2019-11-24T22:37:42.320+00:00,2019-11-24T22:37:42.320+00:00,,,,,0,0,0,0,0
u10046,u10046.csv,21,21,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:03:37.886+00:00,2019-09-01T23:10:23.544+00:00,2019-09-01T23:10:23.544+00:00,,,,,0,0,0,0,0
u10049,u10049.csv,11,11,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:04:40.664+00:00,2019-09-01T23:06:00.320+00:00,2019-09-01T23:06:00.320+00:00,,,,,0,0,0,0,0
u1005,u1005.csv,460,460,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-08T06:30:58.288+00:00,2019-07-17T08:13:41.324+00:00,2019-07-17T08:13:41.324+00:00,,,,,0,0,0,0,0
u10050,u10050.csv,2772,2772,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:04:59.972+00:00,2019-10-17T01:05:48.620+00:00,2019-10-17T01:05:48.620+00:00,,,,,0,0,0,0,0
u10052,u10052.csv,9503,9503,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-12T09:37:40.453+00:00,2019-11-26T10:01:35.846+00:00,2019-11-26T10:01:35.846+00:00,,,,,0,0,0,0,0
u10056,u10056.csv,774,774,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-28T12:33:09.161+00:00,2019-09-01T08:55:29.895+00:00,2019-09-01T08:55:29.895+00:00,,,,,0,0,0,0,0
u10057,u10057.csv,2207,2207,0,1,0,2,0,pay_only,0,0,2019-04-12T17:22:08.922+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-08-26T11:15:26.699+00:00,2019-09-01T03:31:22.671+00:00,2019-09-01T03:31:22.671+00:00,2205,6,5.67773115740882,232.34198988426064,0,0,0,0,0
u10058,u10058.csv,883,883,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-25T03:59:52.118+00:00,2019-09-05T00:09:09.313+00:00,2019-09-05T00:09:09.313+00:00,,,,,0,0,0,0,0
u10059,u10059.csv,2919,2919,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-05T05:13:16.517+00:00,2019-10-29T02:24:29.829+00:00,2019-10-29T02:24:29.829+00:00,,,,,0,0,0,0,0
u1006,u1006.csv,46,46,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-06T04:30:04.564+00:00,2019-07-08T10:53:06.494+00:00,2019-07-08T10:53:06.494+00:00,,,,,0,0,0,0,0
u10060,u10060.csv,4806,4806,0,1,0,1,0,pay_only,0,0,2019-07-10T13:58:34.126+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-10T22:52:03.280+00:00,2019-10-17T22:55:31.240+00:00,2019-10-17T22:55:31.240+00:00,4805,53,99.00240694444489,143.4833648379644,0,0,0,0,0
u10062,u10062.csv,107,107,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:06:00.503+00:00,2019-09-01T23:19:13.317+00:00,2019-09-01T23:19:13.317+00:00,,,,,0,0,0,0,0
u10064,u10064.csv,37,37,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-17T06:04:12.232+00:00,2019-09-01T23:11:30.477+00:00,2019-09-01T23:11:30.477+00:00,,,,,0,0,0,0,0
u1007,u1007.csv,2968,2968,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-02-14T02:40:56.930+00:00,2019-10-12T08:00:24.120+00:00,2019-10-12T08:00:24.120+00:00,,,,,0,0,0,0,0
u10071,u10071.csv,1662,1662,0,1,0,1,0,pay_only,0,0,2019-08-27T02:22:46.224+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-08-27T09:49:03.469+00:00,2019-09-03T15:20:24.193+00:00,2019-09-03T15:20:24.193+00:00,1661,5,7.230100972221957,95.96655814814899,0,0,0,0,0
u10075,u10075.csv,14387,14387,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-19T17:57:42.519+00:00,2019-09-02T07:56:39.734+00:00,2019-09-02T07:56:39.734+00:00,,,,,0,0,0,0,0
u10076,u10076.csv,22549,22549,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-02-18T07:51:19.430+00:00,2019-11-23T05:50:53.592+00:00,2019-11-23T05:50:53.592+00:00,,,,,0,0,0,0,0
u10077,u10077.csv,1016,1016,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-10T23:45:20.473+00:00,2019-07-18T13:43:09.483+00:00,2019-07-18T13:43:09.483+00:00,,,,,0,0,0,0,0
u10079,u10079.csv,192,192,0,1,0,1,0,pay_only,0,0,2019-04-28T02:44:38.104+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-05-12T02:47:16.243+00:00,2019-05-12T03:59:01.410+00:00,2019-05-12T03:59:01.410+00:00,191,1,0.04982832175989946,216.95137435185137,0,0,0,0,0
u1008,u1008.csv,738,738,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-07T23:09:32.901+00:00,2019-08-10T06:19:39.554+00:00,2019-08-10T06:19:39.554+00:00,,,,,0,0,0,0,0
u10080,u10080.csv,22,22,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:09:47.695+00:00,2019-09-01T23:13:07.400+00:00,2019-09-01T23:13:07.400+00:00,,,,,0,0,0,0,0
u10082,u10082.csv,37,37,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:10:20.535+00:00,2019-09-01T23:15:50.770+00:00,2019-09-01T23:15:50.770+00:00,,,,,0,0,0,0,0
u10085,u10085.csv,57,57,0,1,0,1,0,pay_only,0,0,2019-07-24T20:14:43.904+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-12T13:06:27.684+00:00,2019-08-24T06:29:34.977+00:00,2019-08-24T06:29:34.977+00:00,14,3,30.051447974537258,129.22214055555563,0,0,0,0,0
u10086,u10086.csv,31,31,0,1,0,1,0,pay_only,0,0,2019-05-22T21:13:45.901+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-05-07T07:09:29.945+00:00,2019-05-07T07:15:09.838+00:00,2019-05-22T21:13:45.901+00:00,0,0,0.0,192.1811452199077,0,0,0,0,0
u10089,u10089.csv,2587,2587,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-01-06T10:36:07.361+00:00,2019-10-06T23:16:12.565+00:00,2019-10-06T23:16:12.565+00:00,,,,,0,0,0,0,0
u1009,u1009.csv,645,645,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-04T11:22:28.255+00:00,2019-07-08T12:29:01.030+00:00,2019-07-08T12:29:01.030+00:00,,,,,0,0,0,0,0
u10090,u10090.csv,123,123,0,1,0,1,0,pay_only,0,0,2019-10-27T01:48:30.816+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-11-20T05:30:32.911+00:00,2019-11-22T08:32:00.358+00:00,2019-11-22T08:32:00.358+00:00,122,3,2.1260121180558644,34.990347592593345,0,0,0,0,0
u10094,u10094.csv,1553,1553,0,1,0,1,0,pay_only,0,0,2019-08-13T03:21:24.321+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-08-13T12:13:28.840+00:00,2019-09-04T13:57:57.334+00:00,2019-09-04T13:57:57.334+00:00,1552,10,22.072552013891162,109.9258394328698,0,0,0,0,0
u10096,u10096.csv,28,28,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:11:39.406+00:00,2019-09-01T23:14:26.682+00:00,2019-09-01T23:14:26.682+00:00,,,,,0,0,0,0,0
u10097,u10097.csv,2029,2029,0,1,0,1,0,pay_only,0,0,2019-08-30T16:56:00.425+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:11:47.041+00:00,2019-09-07T17:52:33.055+00:00,2019-09-07T17:52:33.055+00:00,2028,6,5.778310347224275,92.36014378472335,0,0,0,0,0
u10099,u10099.csv,1109,1109,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-12T15:34:13.975+00:00,2019-10-30T10:52:02.804+00:00,2019-10-30T10:52:02.804+00:00,,,,,0,0,0,0,0
u101,u101.csv,28,28,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-06-26T10:11:10.898+00:00,2019-06-26T10:27:13.624+00:00,2019-06-26T10:27:13.624+00:00,,,,,0,0,0,0,0
u1010,u1010.csv,60,60,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-07-06T04:44:12.059+00:00,2019-07-08T10:10:39.817+00:00,2019-07-08T10:10:39.817+00:00,,,,,0,0,0,0,0
u10101,u10101.csv,10457,10457,0,1,0,2,0,pay_only,0,0,2019-06-30T03:34:42.760+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-06-27T13:18:11.771+00:00,2019-10-15T10:13:59.662+00:00,2019-10-15T10:13:59.662+00:00,10431,54,106.90037379629634,153.91659824074142,0,0,0,0,0
u10104,u10104.csv,12358,12358,0,1,0,1,0,pay_only,0,0,2019-08-28T00:39:22.672+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-15T14:57:08.674+00:00,2019-10-09T05:16:40.697+00:00,2019-10-09T05:16:40.697+00:00,9065,33,41.815549710649584,95.03835851851989,0,0,0,0,0
u10105,u10105.csv,580,580,0,1,0,1,0,pay_only,0,0,2019-07-28T16:06:56.618+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-23T00:45:26.095+00:00,2019-09-26T04:48:54.442+00:00,2019-09-26T04:48:54.442+00:00,522,15,56.84842299768494,125.39421562500021,0,0,0,0,0
u10106,u10106.csv,1080,1080,0,1,0,1,0,pay_only,0,0,2019-09-01T14:19:26.065+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:13:10.268+00:00,2019-09-08T15:53:13.138+00:00,2019-09-08T15:53:13.138+00:00,1079,4,6.694477662038472,90.46887480324065,0,0,0,0,0
u10107,u10107.csv,52,52,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:13:13.868+00:00,2019-09-03T12:52:34.673+00:00,2019-09-03T12:52:34.673+00:00,,,,,0,0,0,0,0
u10109,u10109.csv,26949,26949,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-04-16T01:47:36.755+00:00,2019-09-25T09:45:16.775+00:00,2019-09-25T09:45:16.775+00:00,,,,,0,0,0,0,0
u1011,u1011.csv,1919,1919,0,1,0,1,0,pay_only,0,0,2019-07-04T06:53:37.704+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-04T15:00:23.554+00:00,2019-07-28T09:59:54.801+00:00,2019-07-28T09:59:54.801+00:00,1918,16,23.79133387731733,149.77846231481544,0,0,0,0,0
u10110,u10110.csv,136,136,0,1,0,1,0,pay_only,0,0,2019-07-19T23:05:25.817+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-20T07:55:56.835+00:00,2019-09-01T23:22:17.579+00:00,2019-09-01T23:22:17.579+00:00,135,2,43.643295648147664,134.10359989583492,0,0,0,0,0
u10114,u10114.csv,10175,10175,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2018-10-27T06:48:45.503+00:00,2019-11-25T01:46:17.292+00:00,2019-11-25T01:46:17.292+00:00,,,,,0,0,0,0,0
u10116,u10116.csv,326,326,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-09T12:47:23.298+00:00,2019-10-13T00:46:06.981+00:00,2019-10-13T00:46:06.981+00:00,,,,,0,0,0,0,0
u10119,u10119.csv,54,54,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:15:48.345+00:00,2019-09-01T23:26:20.710+00:00,2019-09-01T23:26:20.710+00:00,,,,,0,0,0,0,0
u1012,u1012.csv,12438,12438,0,1,0,1,0,pay_only,0,0,2019-07-04T03:11:40.583+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-04T11:25:27.778+00:00,2019-08-08T10:33:49.940+00:00,2019-08-08T10:33:49.940+00:00,12437,34,34.96414539351783,149.93259565972343,0,0,0,0,0
u10120,u10120.csv,719,719,0,1,0,1,0,pay_only,0,0,2019-07-29T14:13:49.531+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-24T23:03:17.413+00:00,2019-08-26T23:23:30.369+00:00,2019-08-26T23:23:30.369+00:00,621,11,27.999967094908158,124.47276987268692,0,0,0,0,0
u10122,u10122.csv,3546,3546,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-03-27T23:13:03.857+00:00,2019-06-27T14:47:13.925+00:00,2019-06-27T14:47:13.925+00:00,,,,,0,0,0,0,0
u10123,u10123.csv,30384,30384,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-01-16T16:10:23.826+00:00,2019-11-21T23:13:42.361+00:00,2019-11-21T23:13:42.361+00:00,,,,,0,0,0,0,0
u10128,u10128.csv,159,159,0,1,0,1,0,pay_only,0,0,2019-08-29T19:57:03.775+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-09-02T06:32:19.864+00:00,2019-09-07T10:26:20.456+00:00,2019-09-07T10:26:20.456+00:00,158,5,5.162506851851941,93.2344105671291,0,0,0,0,0
u1013,u1013.csv,1751,1751,0,1,0,1,0,pay_only,0,0,2019-07-07T15:09:02.835+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-07T23:55:26.135+00:00,2019-07-19T00:59:23.045+00:00,2019-07-19T00:59:23.045+00:00,1750,9,11.044408680556549,146.4344214467594,0,0,0,0,0
u10130,u10130.csv,31,31,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:16:28.072+00:00,2019-09-01T23:21:43.619+00:00,2019-09-01T23:21:43.619+00:00,,,,,0,0,0,0,0
u10132,u10132.csv,25,25,0,1,0,1,0,pay_only,0,0,2019-08-25T04:44:18.367+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-08-25T03:59:10.809+00:00,2019-08-25T04:03:00.236+00:00,2019-08-25T04:44:18.367+00:00,0,0,0.0,97.8682694560179,0,0,0,0,0
u10134,u10134.csv,3775,3775,0,1,0,1,0,pay_only,0,0,2019-06-03T01:46:14.942+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-05-23T23:27:59.983+00:00,2019-09-21T04:22:04.958+00:00,2019-09-21T04:22:04.958+00:00,3729,27,109.21227918981403,180.99192020833493,0,0,0,0,0
u10136,u10136.csv,34,34,0,1,0,1,0,pay_only,0,0,2019-07-23T05:38:21.696+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-07-23T12:42:09.227+00:00,2019-08-11T12:42:43.423+00:00,2019-08-11T12:42:43.423+00:00,33,4,19.000395787038183,130.83073092592537,0,0,0,0,0
u10137,u10137.csv,172,172,0,1,0,1,0,pay_only,0,0,2019-09-04T03:34:56.379+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:17:19.406+00:00,2019-10-07T09:48:24.458+00:00,2019-10-07T09:48:24.458+00:00,138,5,31.970291585646294,87.9164406134271,0,0,0,0,0
u10138,u10138.csv,4385,4385,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-01-23T23:02:13.138+00:00,2019-06-09T23:32:00.949+00:00,2019-06-09T23:32:00.949+00:00,,,,,0,0,0,0,0
u10139,u10139.csv,466,466,0,1,0,2,0,pay_only,0,0,2019-01-27T01:53:10.012+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-04-01T13:32:12.583+00:00,2019-06-23T04:18:28.918+00:00,2019-07-24T14:46:03.319+00:00,464,4,82.61546684027822,307.987116157407,0,0,0,0,0
u1014,u1014.csv,59316,59316,0,1,0,2,0,pay_only,0,0,2019-04-17T20:24:32.553+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-04-18T13:38:29.205+00:00,2019-10-15T09:20:48.727+00:00,2019-10-15T09:20:48.727+00:00,59314,113,179.82105928240827,227.21532748842682,0,0,0,0,0
u10141,u10141.csv,25,25,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-09-01T23:17:51.833+00:00,2019-09-01T23:20:59.348+00:00,2019-09-01T23:20:59.348+00:00,,,,,0,0,0,0,0
u10143,u10143.csv,9534,9534,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-03-23T06:05:49.278+00:00,2019-10-12T22:34:17.226+00:00,2019-10-12T22:34:17.226+00:00,,,,,0,0,0,0,0
u10147,u10147.csv,37980,37980,0,1,0,3,0,pay_only,0,0,2019-02-06T05:43:40.407+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-02-06T23:28:44.262+00:00,2019-09-26T01:42:24.645+00:00,2019-09-26T01:42:24.645+00:00,37977,107,231.09282850694325,297.82704214120355,0,0,0,0,0
u10149,u10149.csv,5646,5646,0,1,0,2,0,pay_only,0,0,2019-06-05T00:28:13.917+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-06-07T12:16:57.918+00:00,2019-09-27T13:36:20.571+00:00,2019-09-27T13:36:20.571+00:00,5644,40,112.05512329861246,179.04609873842585,0,0,0,0,0
u1015,u1015.csv,1620,1620,0,1,0,1,0,pay_only,0,0,2019-06-05T18:22:48.590+00:00,,,,,,,,0,0,0.0,0,0,0.0,2019-06-05T16:21:23.090+00:00,2019-09-25T11:51:28.272+00:00,2019-09-25T11:51:28.272+00:00,1500,13,111.3497925000003,178.2998640972238,0,0,0,0,0
u10150,u10150.csv,1826,1826,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-29T05:15:06.267+00:00,2019-09-04T21:11:34.515+00:00,2019-09-04T21:11:34.515+00:00,,,,,0,0,0,0,0
u10151,u10151.csv,2777,2777,0,0,0,0,0,neither,0,0,,,,,,,,,0,0,0.0,0,0,0.0,2019-08-12T14:34:09.591+00:00,2019-10-26T09:33:50.398+00:00,2019-10-26T09:33:50.398+00:00,,,,,0,0,0,0,0
